"id_direccion";"alias";"id_renabap";"manzana_renabap";"terreno_renabap";"latitud";"longitud";"calle_declarada";"altura_declarada";"esquina_declarada";"direccion_en_cvf";"es_ubicable";"direccion_normalizada";"calle";"altura";"piso";"depto";"manzana";"sector";"torre";"cp";"parcela";"lote";"entre_calle_1";"entre_calle_2";"calle_esquina";"casa";"terreno";"pasillo";"pasaje";"referencia_auxiliar";"observaciones";"tira";"chacra";"macizo";"seccion";"ruta";"km";"id_revision_dir"
1483536;"FF2_2550708";1786;"21";"30";-60.7065055;-32.9104025;"GARZON 1541 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678902;"FF2_587980";1786;"34";"48";-32.91208283;-60.70131034;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325802;"FF2_2385172";1786;"42";"63";-60.7032617;-32.9137799;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341553;"FF2_2400981";1786;"17";"58";-60.70289;-32.91115333;"OLAVARRIA";"1300 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
7845;"FF2_008643";1786;"1";"27";-32.91417818;-60.70505836;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326286;"FF2_2385657";1786;"42";"8";-60.7031985;-32.9132076;"CABAL 1200";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390982;"FF2_2450627";1786;"21";"20";-60.7063814;-32.9126225;"FERRE BALMACEDA 1300 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343386;"FF2_2402821";1786;"13";"67";-60.7049243;-32.9095116;"OLVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1322252;"FF2_2381608";1786;"34";"18";-60.7011283;-32.9131659;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1429715;"FF2_2492840";1786;"23";"58";-60.7026791;-32.9134479;"OLIVE";"2584";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
699320;"FF2_608417";1786;"36";"43";-32.91198577;-60.7064762;"1376 Garzon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321481;"FF2_2380832";1786;"26";"1";-60.7022257;-32.912437;"MARIANO CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1351230;"FF2_2410702";1786;"44";"14";-60.7045137;-32.914003;"OLAVARRIA 1244 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353129;"FF2_2412611";1786;"8";"13";-60.7055151;-32.9105355;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1471292;"FF2_2537770";1786;"4";"8";-60.7060778;-32.9096558;"";"1600";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO";"";"";"";"";"";"";"";"";""
1390971;"FF2_2450616";1786;"11";"33";-60.7046423;-32.9109766;"OLAVARRIA 1540";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1356230;"FF2_2415722";1786;"35";"21";-60.7055321;-32.9113773;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315517;"FF2_2374845";1786;"34";"64";-60.701571;-32.911966;"OTTONE BIS";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353866;"FF2_2413348";1786;"11";"15";-60.7053381;-32.9108671;"MARIA DE LOS ANGELES";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315446;"FF2_2374774";1786;"27";"1";-60.70294;-32.91114167;"CABAL";"1422";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320451;"FF2_2379795";1786;"23";"15";-60.70192833;-32.91297167;"PJE SANTA CLARA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353128;"FF2_2412610";1786;"6";"19";-60.7061342;-32.9105643;"GARZON";"1538 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1472657;"FF2_2539193";1786;"33";"80";-60.7040911;-32.9132546;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PASILLO 1300";"";"";"";"";"";"";"";"";"";""
1325795;"FF2_2385165";1786;"33";"11";-60.7036949;-32.9126513;"PASAJE 1";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347414;"FF2_2406862";1786;"14";"25";-60.7047446;-32.9133495;"MAXIMILIANO COLBER";"2600 PASILLO";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315996;"FF2_2375326";1786;"34";"16";-60.7013001;-32.9119211;"SAN JOSE Y OTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346673;"FF2_2406120";1786;"9";"44";-60.7064397;-32.9097472;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346436;"FF2_2405883";1786;"9";"2";0;0;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1364193;"FF2_2423711";1786;"3";"17";-60.706011;-32.9131034;"SHEWSHERS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326335;"FF2_2385707";1786;"40";"23";-60.7030105;-32.9127577;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315443;"FF2_2374771";1786;"28";"11";-60.70317;-32.91107833;"CABAL BIS";"1500";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
688954;"FF2_598035";1786;"12";"36";-32.91036119;-60.70509792;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346508;"FF2_2405955";1786;"8";"14";-60.70650667;-32.90931167;"GARZON";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
684656;"FF2_593736";1786;"19";"12";-32.90842317;-60.70554729;"Olavarria 1600 Bis";"";"";"CALLE 1482 entre OLAVARRIA BIS y SENDERO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681820;"FF2_590899";1786;"47";"17";-32.90985361;-60.70351171;"Cabal 1325 bis";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344152;"FF2_2403590";1786;"17";"34";-60.70373333;-32.910125;"CEFERINO NAMUNCURA";"1500 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347410;"FF2_2406858";1786;"15";"26";-60.7032271;-32.9119517;"";"";"MARIANO CABAL Y SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MARIANO CABAL Y SAN JOSE";"";"";"";"";"";"";"";"";"";"";"";"";""
1347418;"FF2_2406866";1786;"19";"28";-60.7045598;-32.90913;"OLAVARRIA";"1600";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1473081;"FF2_2539626";1786;"7";"18";-60.7098677;-32.910417;"SORRENTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690873;"FF2_599955";1786;"23";"21";-32.91292435;-60.70200434;"Pasaje Santa Clara 2501";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1340532;"FF2_2399955";1786;"38";"3";-60.7041952;-32.9139187;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344066;"FF2_2403504";1786;"14";"57";-60.7043956;-32.9132402;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341417;"FF2_2400844";1786;"41";"43";-60.7039683;-32.913429;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1483538;"FF2_2550710";1786;"5";"1";-60.7056436;-32.90912;"SAN CARRETANO Y RIO LUDUEÑA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357663;"FF2_2417155";1786;"31";"18";-60.7049067;-32.9127489;"MAXIMILIANO COLVER";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352970;"FF2_2412451";1786;"36";"13";-60.70642333;-32.91242667;"GARZON 1330 BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326519;"FF2_2385891";1786;"15";"33";-60.70329833;-32.91221;"SAN JOSE";"";"CABAL";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CABAL";"";"";"";"";"";"";"";"";"";"";"";"";""
1325503;"FF2_2384873";1786;"42";"47";-60.7035238;-32.9136335;"MARIANO CABAL";"";"LABARDEN.";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LABARDEN.";"";"";"";"";"";"";"";"";"";"";"";"";""
1341424;"FF2_2400851";1786;"17";"79";-60.7042519;-32.9106263;"CABAL 1400";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681748;"FF2_590827";1786;"14";"48";-32.91050986;-60.70378903;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
699325;"FF2_608422";1786;"37";"33";-32.91166289;-60.70607692;"Garzon 1380 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344027;"FF2_2403465";1786;"10";"13";-60.7046145;-32.9102666;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
691302;"FF2_600384";1786;"23";"8";-32.91291007;-60.70212194;"Psj Santa Clara Sin Numero";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390962;"FF2_2450605";1786;"33";"24";-60.7031704;-32.9132706;"MARIANO CABAL 1289 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1327242;"FF2_2386616";1786;"24";"2";-60.7043686;-32.9120153;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346498;"FF2_2405945";1786;"12";"24";-60.704775;-32.910025;"M DE ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344069;"FF2_2403507";1786;"17";"123";-60.7045089;-32.9108153;"SANTA MARIA DE LOS ANGELES";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
684651;"FF2_593731";1786;"13";"29";-32.90887771;-60.7054402;"Olavarria Pasillo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390993;"FF2_2450638";1786;"6";"29";-60.705461;-32.9102966;"OLAVARRIA 1600 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347402;"FF2_2406850";1786;"42";"7";-60.70335737;-32.91319747;"MARIANO CABAL";"1297 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352001;"FF2_2411478";1786;"38";"45";-60.7062155;-32.9125104;"GARZÓN";"1324BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681816;"FF2_590895";1786;"47";"40";-32.91045975;-60.703119;"Pasaje Namuncura y cabal";"";"";"CABAL BIS entre SIN NOMBRE y MARTÍNEZ ESTRADA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325410;"FF2_2384780";1786;"40";"16";-60.7035309;-32.9127003;"PASAJE 1";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1327248;"FF2_2386622";1786;"15";"9";-60.7045067;-32.9120566;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353093;"FF2_2412575";1786;"36";"3";-60.7064527;-32.9118709;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
684419;"FF2_593499";1786;"18";"34";-32.91001023;-60.70420823;"";"";"";"CALLE 1482 BIS entre CABAL BIS y OLAVARRÍA BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352115;"FF2_2411593";1786;"36";"19";-60.7060191;-32.9122638;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678897;"FF2_587975";1786;"32";"38";-32.91278191;-60.70064712;"";"";"";"SCHWEITZER entre LOTE y OTTONE BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346448;"FF2_2405895";1786;"8";"3";-60.7064698;-32.9097535;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690972;"FF2_600054";1786;"11";"3";-32.91160018;-60.7053296;"San Cayetano 1538";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321186;"FF2_2380533";1786;"23";"2";-60.7028782;-32.913081;"MARIANO CABAL";"1298 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1322258;"FF2_2381614";1786;"23";"3";-60.70297579;-32.9127773;"CABAL 1200";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
684775;"FF2_593855";1786;"15";"18";-32.91190536;-60.70381135;"San Jose 1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1360998;"FF2_2420507";1786;"31";"28";-60.7065531;-32.9131233;"GARZON 1310 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1470341;"FF2_2536787";1786;"27";"16";-60.7025638;-32.9107811;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316027;"FF2_2375358";1786;"20";"2";-60.70272635;-32.91144143;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321176;"FF2_2380523";1786;"33";"22";-60.70066333;-32.91274167;"OTTONE";"1301";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352102;"FF2_2411580";1786;"12";"70";-60.7047796;-32.9110475;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690751;"FF2_599833";1786;"5";"176";-32.91228381;-60.70586775;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341414;"FF2_2400841";1786;"44";"3";-60.7043779;-32.9137753;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353105;"FF2_2412587";1786;"6";"37";-60.7065564;-32.910913;"GARZON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1364179;"FF2_2423697";1786;"3";"35";-60.705049;-32.912843;"SUESE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1416750;"FF2_2476815";1786;"18";"4";-60.7047072;-32.909355;"OLVARRIA 1600 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690868;"FF2_599950";1786;"23";"6";-32.91294651;-60.70234783;"Cabal 1300 Pasaje Santa Clara 4 casa";"";"";"SCHWEITZER entre CABAL BIS y VIRGINIO OTTONE BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353081;"FF2_2412563";1786;"11";"3";-60.7054264;-32.9113689;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315946;"FF2_2375276";1786;"34";"86";-60.702577;-32.9121042;"OTTONE";"1400";"SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346520;"FF2_2405967";1786;"8";"85";-60.7059035;-32.9100223;"C NAMUNCURA";"2752";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
7859;"FF2_008657";1786;"1";"61";-32.91458765;-60.70505938;"Juan B Justo 6020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1356462;"FF2_2415954";1786;"45";"1";-60.7054531;-32.91205096;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357074;"FF2_2416566";1786;"31";"13";-60.705135;-32.91268667;"SAN CAYETANO";"";"SAN JOS2";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN JOS2";"";"";"";"";"";"";"";"";"";"";"";"";""
1390983;"FF2_2450628";1786;"6";"5";-60.709225;-32.91359;"GARZON 1408 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1322262;"FF2_2381618";1786;"25";"73";-60.70291578;-32.91223322;"CABAL 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1431844;"FF2_2495284";1786;"31";"1";-60.70053;-32.9128105;"OTONE";"2400";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1364177;"FF2_2423695";1786;"6";"42";-60.6477336;-32.9671178;"";"";"SAN JOSE Y SAN CALLETANO";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN JOSE Y SAN CALLETANO";"";"";"";"";"";"";"";"";"";"";"";"";""
1346660;"FF2_2406107";1786;"13";"23";-60.7054404;-32.9086206;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345948;"FF2_2405395";1786;"8";"58";-60.7059073;-32.9097067;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346662;"FF2_2406109";1786;"9";"4";-60.7050317;-32.9101653;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344081;"FF2_2403519";1786;"6";"12";-60.7040296;-32.9099779;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343369;"FF2_2402804";1786;"14";"62";-60.7040879;-32.91319239;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
7839;"FF2_008637";1786;"1";"19";-32.91414142;-60.70557876;"Guaycuru 2755";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346694;"FF2_2406141";1786;"17";"17";-60.7036086;-32.9109275;"MARIA DE LOS ANGELES";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678972;"FF2_588050";1786;"34";"60";-32.912185;-60.70132;"Emilio ottone 13001";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681796;"FF2_590875";1786;"17";"41";-32.90947228;-60.70413035;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315945;"FF2_2375275";1786;"27";"19";-60.7021782;-32.9111995;"SAN FRANCISCO";"";"SAN JOSÉ";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PASILLO";"";"";"";"";"";"";"";"";"";""
1347102;"FF2_2406550";1786;"7";"21";-60.70565;-32.91018667;"MARTINE ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1433507;"FF2_2497200";1786;"32";"15";-60.7008504;-32.9125386;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320875;"FF2_2380222";1786;"25";"25";-60.7025463;-32.9126242;"MARIANO CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347103;"FF2_2406551";1786;"8";"22";-60.70562167;-32.90919167;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352003;"FF2_2411480";1786;"11";"9";-60.7053866;-32.9109853;"";"1500 BIS";"SAN CAYETANO Y MARIA DE LOS ANGELES";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO Y MARIA DE LOS ANGELES";"";"";"";"";"";"";"";"";"";"";"";"";""
1345114;"FF2_2404558";1786;"9";"22";-60.70584563;-32.90911335;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390984;"FF2_2450629";1786;"36";"2";-60.70649333;-32.911805;"GARZON 1300 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352010;"FF2_2411487";1786;"38";"13";-60.7059008;-32.9123464;"GARZON";"1300BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690980;"FF2_600062";1786;"15";"118";-32.91233376;-60.70437548;"Maximiliano Colbert 2682";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316051;"FF2_2375382";1786;"34";"79";-60.7011466;-32.9122027;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315994;"FF2_2375324";1786;"27";"37";-60.7027101;-32.9114265;"CABAL";"1415";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
